ts_unix_ms,ts_dt_utc,symbol,n_trades_1s,sum_qty_1s,vwap_1s,buy_qty_1s,sell_qty_1s,buy_notional_1s,sell_notional_1s
1771366212809,2026-02-17 22:10:12.809000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366212809,2026-02-17 22:10:12.809000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366212809,2026-02-17 22:10:12.809000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366212809,2026-02-17 22:10:12.809000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366212809,2026-02-17 22:10:12.809000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366213812,2026-02-17 22:10:13.812000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366213812,2026-02-17 22:10:13.812000,ETHUSDT,1,1.064,1996.2000000000003,1.064,0.0,2123.9568000000004,0.0
1771366213812,2026-02-17 22:10:13.812000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366213812,2026-02-17 22:10:13.812000,BNBUSDT,1,0.37,617.9,0.37,0.0,228.623,0.0
1771366213812,2026-02-17 22:10:13.812000,XRPUSDT,1,83.0,1.4811,83.0,0.0,122.93130000000001,0.0
1771366214827,2026-02-17 22:10:14.827000,BTCUSDT,1,0.068,67523.2,0.068,0.0,4591.5776000000005,0.0
1771366214827,2026-02-17 22:10:14.827000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366214827,2026-02-17 22:10:14.827000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366214827,2026-02-17 22:10:14.827000,BNBUSDT,1,0.77,617.9,0.0,0.77,0.0,475.783
1771366214827,2026-02-17 22:10:14.827000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366215842,2026-02-17 22:10:15.842000,BTCUSDT,1,0.117,67523.2,0.0,0.117,0.0,7900.2144
1771366215842,2026-02-17 22:10:15.842000,ETHUSDT,1,0.506,1996.2,0.0,0.506,0.0,1010.0772000000001
1771366215842,2026-02-17 22:10:15.842000,SOLUSDT,1,8.61,85.13,8.61,0.0,732.9692999999999,0.0
1771366215842,2026-02-17 22:10:15.842000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366215842,2026-02-17 22:10:15.842000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366216855,2026-02-17 22:10:16.855000,BTCUSDT,1,0.117,67523.2,0.0,0.117,0.0,7900.2144
1771366216855,2026-02-17 22:10:16.855000,ETHUSDT,2,1.2349999999999999,1996.9434817813767,0.396,0.839,790.5744000000001,1675.6508
1771366216855,2026-02-17 22:10:16.855000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366216855,2026-02-17 22:10:16.855000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366216855,2026-02-17 22:10:16.855000,XRPUSDT,1,135.4,1.4812,0.0,135.4,0.0,200.55448
1771366217869,2026-02-17 22:10:17.869000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366217869,2026-02-17 22:10:17.869000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366217869,2026-02-17 22:10:17.869000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366217869,2026-02-17 22:10:17.869000,BNBUSDT,1,0.65,617.9,0.65,0.0,401.635,0.0
1771366217869,2026-02-17 22:10:17.869000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366218880,2026-02-17 22:10:18.880000,BTCUSDT,1,0.033,67535.2,0.033,0.0,2228.6616,0.0
1771366218880,2026-02-17 22:10:18.880000,ETHUSDT,2,7.534,1997.2747013538626,7.534,0.0,15047.4676,0.0
1771366218880,2026-02-17 22:10:18.880000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366218880,2026-02-17 22:10:18.880000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366218880,2026-02-17 22:10:18.880000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366219891,2026-02-17 22:10:19.891000,BTCUSDT,1,0.056,67535.2,0.056,0.0,3781.9712,0.0
1771366219891,2026-02-17 22:10:19.891000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366219891,2026-02-17 22:10:19.891000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366219891,2026-02-17 22:10:19.891000,BNBUSDT,1,1.05,617.9,1.05,0.0,648.795,0.0
1771366219891,2026-02-17 22:10:19.891000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366220904,2026-02-17 22:10:20.904000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366220904,2026-02-17 22:10:20.904000,ETHUSDT,1,1.838,1997.6,0.0,1.838,0.0,3671.5888
1771366220904,2026-02-17 22:10:20.904000,SOLUSDT,1,7.85,85.18,0.0,7.85,0.0,668.663
1771366220904,2026-02-17 22:10:20.904000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366220904,2026-02-17 22:10:20.904000,XRPUSDT,1,88.2,1.4824,88.2,0.0,130.74768,0.0
1771366221911,2026-02-17 22:10:21.911000,BTCUSDT,1,0.048,67536.2,0.048,0.0,3241.7376,0.0
1771366221911,2026-02-17 22:10:21.911000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366221911,2026-02-17 22:10:21.911000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366221911,2026-02-17 22:10:21.911000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366221911,2026-02-17 22:10:21.911000,XRPUSDT,1,202.8,1.4824,202.8,0.0,300.63072,0.0
1771366222921,2026-02-17 22:10:22.921000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366222921,2026-02-17 22:10:22.921000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366222921,2026-02-17 22:10:22.921000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366222921,2026-02-17 22:10:22.921000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366222921,2026-02-17 22:10:22.921000,XRPUSDT,1,202.8,1.4824,202.8,0.0,300.63072,0.0
1771366223935,2026-02-17 22:10:23.935000,BTCUSDT,1,0.079,67536.2,0.0,0.079,0.0,5335.3598
1771366223935,2026-02-17 22:10:23.935000,ETHUSDT,1,0.907,1997.6,0.907,0.0,1811.8232,0.0
1771366223935,2026-02-17 22:10:23.935000,SOLUSDT,1,11.29,85.19,11.29,0.0,961.7950999999999,0.0
1771366223935,2026-02-17 22:10:23.935000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366223935,2026-02-17 22:10:23.935000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366224948,2026-02-17 22:10:24.948000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366224948,2026-02-17 22:10:24.948000,ETHUSDT,1,1.687,1997.6,0.0,1.687,0.0,3369.9512
1771366224948,2026-02-17 22:10:24.948000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366224948,2026-02-17 22:10:24.948000,BNBUSDT,1,1.25,618.0,0.0,1.25,0.0,772.5
1771366224948,2026-02-17 22:10:24.948000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366225952,2026-02-17 22:10:25.952000,BTCUSDT,1,0.035,67536.2,0.035,0.0,2363.7670000000003,0.0
1771366225952,2026-02-17 22:10:25.952000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366225952,2026-02-17 22:10:25.952000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366225952,2026-02-17 22:10:25.952000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366225952,2026-02-17 22:10:25.952000,XRPUSDT,1,183.4,1.4824,0.0,183.4,0.0,271.87216
1771366226960,2026-02-17 22:10:26.960000,BTCUSDT,1,0.088,67536.2,0.088,0.0,5943.1856,0.0
1771366226960,2026-02-17 22:10:26.960000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366226960,2026-02-17 22:10:26.960000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366226960,2026-02-17 22:10:26.960000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366226960,2026-02-17 22:10:26.960000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366227967,2026-02-17 22:10:27.967000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366227967,2026-02-17 22:10:27.967000,ETHUSDT,1,2.67,1997.7999999999997,2.67,0.0,5334.125999999999,0.0
1771366227967,2026-02-17 22:10:27.967000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366227967,2026-02-17 22:10:27.967000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366227967,2026-02-17 22:10:27.967000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366228980,2026-02-17 22:10:28.980000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366228980,2026-02-17 22:10:28.980000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366228980,2026-02-17 22:10:28.980000,SOLUSDT,1,6.68,85.2,0.0,6.68,0.0,569.136
1771366228980,2026-02-17 22:10:28.980000,BNBUSDT,1,1.24,618.0,1.24,0.0,766.32,0.0
1771366228980,2026-02-17 22:10:28.980000,XRPUSDT,1,194.7,1.4824,0.0,194.7,0.0,288.62327999999997
1771366229992,2026-02-17 22:10:29.992000,BTCUSDT,1,0.074,67536.2,0.0,0.074,0.0,4997.6788
1771366229992,2026-02-17 22:10:29.992000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366229992,2026-02-17 22:10:29.992000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366229992,2026-02-17 22:10:29.992000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366229992,2026-02-17 22:10:29.992000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366231004,2026-02-17 22:10:31.004000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366231004,2026-02-17 22:10:31.004000,ETHUSDT,1,1.638,1998.0,0.0,1.638,0.0,3272.7239999999997
1771366231004,2026-02-17 22:10:31.004000,SOLUSDT,1,11.2,85.2,0.0,11.2,0.0,954.24
1771366231004,2026-02-17 22:10:31.004000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366231004,2026-02-17 22:10:31.004000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366232012,2026-02-17 22:10:32.012000,BTCUSDT,1,0.094,67536.2,0.0,0.094,0.0,6348.4028
1771366232012,2026-02-17 22:10:32.012000,ETHUSDT,1,1.638,1998.0,0.0,1.638,0.0,3272.7239999999997
1771366232012,2026-02-17 22:10:32.012000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366232012,2026-02-17 22:10:32.012000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366232012,2026-02-17 22:10:32.012000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366233028,2026-02-17 22:10:33.028000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366233028,2026-02-17 22:10:33.028000,ETHUSDT,1,0.05,1998.3,0.0,0.05,0.0,99.915
1771366233028,2026-02-17 22:10:33.028000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366233028,2026-02-17 22:10:33.028000,BNBUSDT,1,0.99,618.2,0.0,0.99,0.0,612.018
1771366233028,2026-02-17 22:10:33.028000,XRPUSDT,1,253.7,1.4824,253.7,0.0,376.08487999999994,0.0
1771366234035,2026-02-17 22:10:34.035000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366234035,2026-02-17 22:10:34.035000,ETHUSDT,1,2.764,1998.1,2.764,0.0,5522.7483999999995,0.0
1771366234035,2026-02-17 22:10:34.035000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366234035,2026-02-17 22:10:34.035000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366234035,2026-02-17 22:10:34.035000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366235074,2026-02-17 22:10:35.074000,BTCUSDT,1,0.049,67540.0,0.049,0.0,3309.46,0.0
1771366235074,2026-02-17 22:10:35.074000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366235074,2026-02-17 22:10:35.074000,SOLUSDT,1,12.75,85.21,12.75,0.0,1086.4275,0.0
1771366235074,2026-02-17 22:10:35.074000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366235074,2026-02-17 22:10:35.074000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366236081,2026-02-17 22:10:36.081000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366236081,2026-02-17 22:10:36.081000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366236081,2026-02-17 22:10:36.081000,SOLUSDT,1,0.5,85.22,0.5,0.0,42.61,0.0
1771366236081,2026-02-17 22:10:36.081000,BNBUSDT,1,1.36,618.2,1.36,0.0,840.7520000000001,0.0
1771366236081,2026-02-17 22:10:36.081000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366237097,2026-02-17 22:10:37.097000,BTCUSDT,1,0.075,67540.0,0.075,0.0,5065.5,0.0
1771366237097,2026-02-17 22:10:37.097000,ETHUSDT,1,1.836,1998.1,0.0,1.836,0.0,3668.5116
1771366237097,2026-02-17 22:10:37.097000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366237097,2026-02-17 22:10:37.097000,BNBUSDT,1,1.36,618.2,1.36,0.0,840.7520000000001,0.0
1771366237097,2026-02-17 22:10:37.097000,XRPUSDT,1,60.8,1.4825,0.0,60.8,0.0,90.136
1771366238110,2026-02-17 22:10:38.110000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366238110,2026-02-17 22:10:38.110000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366238110,2026-02-17 22:10:38.110000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366238110,2026-02-17 22:10:38.110000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366238110,2026-02-17 22:10:38.110000,XRPUSDT,1,174.1,1.4825000000000002,0.0,174.1,0.0,258.10325
1771366239118,2026-02-17 22:10:39.118000,BTCUSDT,1,0.086,67540.0,0.0,0.086,0.0,5808.44
1771366239118,2026-02-17 22:10:39.118000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366239118,2026-02-17 22:10:39.118000,SOLUSDT,1,4.67,85.22,0.0,4.67,0.0,397.9774
1771366239118,2026-02-17 22:10:39.118000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366239118,2026-02-17 22:10:39.118000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366240126,2026-02-17 22:10:40.126000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366240126,2026-02-17 22:10:40.126000,ETHUSDT,1,1.363,1998.1,0.0,1.363,0.0,2723.4103
1771366240126,2026-02-17 22:10:40.126000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366240126,2026-02-17 22:10:40.126000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366240126,2026-02-17 22:10:40.126000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366241134,2026-02-17 22:10:41.134000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366241134,2026-02-17 22:10:41.134000,ETHUSDT,1,1.787,1998.1,1.787,0.0,3570.6047,0.0
1771366241134,2026-02-17 22:10:41.134000,SOLUSDT,1,8.79,85.22,8.79,0.0,749.0837999999999,0.0
1771366241134,2026-02-17 22:10:41.134000,BNBUSDT,1,0.87,618.2,0.0,0.87,0.0,537.8340000000001
1771366241134,2026-02-17 22:10:41.134000,XRPUSDT,1,159.7,1.4825,159.7,0.0,236.75524999999996,0.0
1771366242141,2026-02-17 22:10:42.141000,BTCUSDT,1,0.074,67540.0,0.074,0.0,4997.96,0.0
1771366242141,2026-02-17 22:10:42.141000,ETHUSDT,1,1.787,1998.1,1.787,0.0,3570.6047,0.0
1771366242141,2026-02-17 22:10:42.141000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366242141,2026-02-17 22:10:42.141000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366242141,2026-02-17 22:10:42.141000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366243155,2026-02-17 22:10:43.155000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366243155,2026-02-17 22:10:43.155000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366243155,2026-02-17 22:10:43.155000,SOLUSDT,1,5.56,85.22,0.0,5.56,0.0,473.8232
1771366243155,2026-02-17 22:10:43.155000,BNBUSDT,1,1.03,618.2,0.0,1.03,0.0,636.7460000000001
1771366243155,2026-02-17 22:10:43.155000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366244161,2026-02-17 22:10:44.161000,BTCUSDT,2,0.069,67540.0,0.0,0.069,0.0,4660.26
1771366244161,2026-02-17 22:10:44.161000,ETHUSDT,1,0.919,1998.1,0.0,0.919,0.0,1836.2539
1771366244161,2026-02-17 22:10:44.161000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366244161,2026-02-17 22:10:44.161000,BNBUSDT,1,1.03,618.2,0.0,1.03,0.0,636.7460000000001
1771366244161,2026-02-17 22:10:44.161000,XRPUSDT,1,211.1,1.4823,211.1,0.0,312.91353,0.0
1771366245165,2026-02-17 22:10:45.165000,BTCUSDT,1,0.003,67540.0,0.0,0.003,0.0,202.62
1771366245165,2026-02-17 22:10:45.165000,ETHUSDT,1,1.28,1998.0999999999997,0.0,1.28,0.0,2557.5679999999998
1771366245165,2026-02-17 22:10:45.165000,SOLUSDT,1,16.12,85.22,0.0,16.12,0.0,1373.7464
1771366245165,2026-02-17 22:10:45.165000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366245165,2026-02-17 22:10:45.165000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366246181,2026-02-17 22:10:46.181000,BTCUSDT,1,0.085,67540.0,0.085,0.0,5740.900000000001,0.0
1771366246181,2026-02-17 22:10:46.181000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366246181,2026-02-17 22:10:46.181000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366246181,2026-02-17 22:10:46.181000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366246181,2026-02-17 22:10:46.181000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366247194,2026-02-17 22:10:47.194000,BTCUSDT,1,0.085,67540.0,0.085,0.0,5740.900000000001,0.0
1771366247194,2026-02-17 22:10:47.194000,ETHUSDT,1,2.169,1998.1,2.169,0.0,4333.8789,0.0
1771366247194,2026-02-17 22:10:47.194000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366247194,2026-02-17 22:10:47.194000,BNBUSDT,1,0.32,618.2,0.32,0.0,197.824,0.0
1771366247194,2026-02-17 22:10:47.194000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366248209,2026-02-17 22:10:48.209000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366248209,2026-02-17 22:10:48.209000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366248209,2026-02-17 22:10:48.209000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366248209,2026-02-17 22:10:48.209000,BNBUSDT,1,0.85,618.2,0.85,0.0,525.47,0.0
1771366248209,2026-02-17 22:10:48.209000,XRPUSDT,1,131.3,1.4823,0.0,131.3,0.0,194.62599
1771366249223,2026-02-17 22:10:49.223000,BTCUSDT,1,0.063,67540.0,0.0,0.063,0.0,4255.02
1771366249223,2026-02-17 22:10:49.223000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366249223,2026-02-17 22:10:49.223000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366249223,2026-02-17 22:10:49.223000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366249223,2026-02-17 22:10:49.223000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366250235,2026-02-17 22:10:50.235000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366250235,2026-02-17 22:10:50.235000,ETHUSDT,2,2.718,1998.1,0.0,2.718,0.0,5430.8358
1771366250235,2026-02-17 22:10:50.235000,SOLUSDT,1,9.99,85.2,9.99,0.0,851.148,0.0
1771366250235,2026-02-17 22:10:50.235000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366250235,2026-02-17 22:10:50.235000,XRPUSDT,1,88.5,1.4822,0.0,88.5,0.0,131.1747
1771366251248,2026-02-17 22:10:51.248000,BTCUSDT,1,0.039,67540.0,0.039,0.0,2634.06,0.0
1771366251248,2026-02-17 22:10:51.248000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366251248,2026-02-17 22:10:51.248000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366251248,2026-02-17 22:10:51.248000,BNBUSDT,1,0.53,618.2,0.0,0.53,0.0,327.646
1771366251248,2026-02-17 22:10:51.248000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366252264,2026-02-17 22:10:52.264000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366252264,2026-02-17 22:10:52.264000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366252264,2026-02-17 22:10:52.264000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366252264,2026-02-17 22:10:52.264000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366252264,2026-02-17 22:10:52.264000,XRPUSDT,1,180.7,1.4822,180.7,0.0,267.83353999999997,0.0
1771366253276,2026-02-17 22:10:53.276000,BTCUSDT,1,0.088,67540.0,0.0,0.088,0.0,5943.5199999999995
1771366253276,2026-02-17 22:10:53.276000,ETHUSDT,1,1.831,1998.1,1.831,0.0,3658.5211,0.0
1771366253276,2026-02-17 22:10:53.276000,SOLUSDT,1,6.95,85.2,6.95,0.0,592.14,0.0
1771366253276,2026-02-17 22:10:53.276000,BNBUSDT,1,0.5,618.2,0.0,0.5,0.0,309.1
1771366253276,2026-02-17 22:10:53.276000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366254281,2026-02-17 22:10:54.281000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366254281,2026-02-17 22:10:54.281000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366254281,2026-02-17 22:10:54.281000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366254281,2026-02-17 22:10:54.281000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366254281,2026-02-17 22:10:54.281000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366255292,2026-02-17 22:10:55.292000,BTCUSDT,1,0.052,67540.0,0.052,0.0,3512.08,0.0
1771366255292,2026-02-17 22:10:55.292000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366255292,2026-02-17 22:10:55.292000,SOLUSDT,1,4.27,85.2,0.0,4.27,0.0,363.804
1771366255292,2026-02-17 22:10:55.292000,BNBUSDT,1,0.56,618.2,0.56,0.0,346.19200000000006,0.0
1771366255292,2026-02-17 22:10:55.292000,XRPUSDT,1,128.8,1.4823,0.0,128.8,0.0,190.92024
1771366256300,2026-02-17 22:10:56.300000,BTCUSDT,1,0.052,67540.0,0.052,0.0,3512.08,0.0
1771366256300,2026-02-17 22:10:56.300000,ETHUSDT,1,0.843,1998.1,0.0,0.843,0.0,1684.3982999999998
1771366256300,2026-02-17 22:10:56.300000,SOLUSDT,1,12.96,85.19999999999999,12.96,0.0,1104.192,0.0
1771366256300,2026-02-17 22:10:56.300000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366256300,2026-02-17 22:10:56.300000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366257311,2026-02-17 22:10:57.311000,BTCUSDT,1,0.071,67540.0,0.071,0.0,4795.339999999999,0.0
1771366257311,2026-02-17 22:10:57.311000,ETHUSDT,1,1.173,1998.1,1.173,0.0,2343.7713,0.0
1771366257311,2026-02-17 22:10:57.311000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366257311,2026-02-17 22:10:57.311000,BNBUSDT,1,0.9,618.2000000000002,0.0,0.9,0.0,556.3800000000001
1771366257311,2026-02-17 22:10:57.311000,XRPUSDT,1,132.7,1.4819,0.0,132.7,0.0,196.64812999999998
1771366258328,2026-02-17 22:10:58.328000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366258328,2026-02-17 22:10:58.328000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366258328,2026-02-17 22:10:58.328000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366258328,2026-02-17 22:10:58.328000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366258328,2026-02-17 22:10:58.328000,XRPUSDT,1,132.7,1.4819,0.0,132.7,0.0,196.64812999999998
1771366259341,2026-02-17 22:10:59.341000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366259341,2026-02-17 22:10:59.341000,ETHUSDT,1,2.04,1998.1,0.0,2.04,0.0,4076.124
1771366259341,2026-02-17 22:10:59.341000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366259341,2026-02-17 22:10:59.341000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366259341,2026-02-17 22:10:59.341000,XRPUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366260356,2026-02-17 22:11:00.356000,BTCUSDT,1,0.038,67540.0,0.0,0.038,0.0,2566.52
1771366260356,2026-02-17 22:11:00.356000,ETHUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366260356,2026-02-17 22:11:00.356000,SOLUSDT,1,10.68,85.2,0.0,10.68,0.0,909.936
1771366260356,2026-02-17 22:11:00.356000,BNBUSDT,1,0.73,618.2,0.73,0.0,451.286,0.0
1771366260356,2026-02-17 22:11:00.356000,XRPUSDT,1,58.1,1.4817,58.1,0.0,86.08677,0.0
1771366261372,2026-02-17 22:11:01.372000,BTCUSDT,1,0.06,67540.0,0.0,0.06,0.0,4052.3999999999996
1771366261372,2026-02-17 22:11:01.372000,ETHUSDT,1,0.845,1998.1,0.845,0.0,1688.3944999999999,0.0
1771366261372,2026-02-17 22:11:01.372000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366261372,2026-02-17 22:11:01.372000,BNBUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366261372,2026-02-17 22:11:01.372000,XRPUSDT,1,179.9,1.4817,179.9,0.0,266.55783,0.0
1771366262379,2026-02-17 22:11:02.379000,BTCUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366262379,2026-02-17 22:11:02.379000,ETHUSDT,1,0.845,1998.1,0.845,0.0,1688.3944999999999,0.0
1771366262379,2026-02-17 22:11:02.379000,SOLUSDT,0,0.0,,0.0,0.0,0.0,0.0
1771366262379,2026-02-17 22:11:02.379000,BNBUSDT,1,0.94,618.2,0.94,0.0,581.1080000000001,0.0
