ts_unix_ms,ts_dt_utc,symbol,k1_start_ms,k1_close_ms,k1_open,k1_high,k1_low,k1_close,k1_base_vol,k1_quote_vol,k1_trades,k1_closed
1771365757410,2026-02-17 22:02:37.410000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.17,66.38,5652.9335,14,False
1771365757410,2026-02-17 22:02:37.410000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.1,2534.62,10,False
1771365757410,2026-02-17 22:02:37.410000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4818,636.5,943.53212,12,False
1771365758420,2026-02-17 22:02:38.420000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.674,45565.7049,25,False
1771365758420,2026-02-17 22:02:38.420000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.4,1997.2,1997.4,39.472,78833.9484,15,False
1771365758420,2026-02-17 22:02:38.420000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.17,66.38,5652.9335,14,False
1771365758420,2026-02-17 22:02:38.420000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.1,2534.62,10,False
1771365758420,2026-02-17 22:02:38.420000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4818,636.5,943.53212,12,False
1771365759426,2026-02-17 22:02:39.426000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.674,45565.7049,25,False
1771365759426,2026-02-17 22:02:39.426000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.4,1997.2,1997.4,39.472,78833.9484,15,False
1771365759426,2026-02-17 22:02:39.426000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.17,66.38,5652.9335,14,False
1771365759426,2026-02-17 22:02:39.426000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.51,2788.082,11,False
1771365759426,2026-02-17 22:02:39.426000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,686.9,1018.235,13,False
1771365760437,2026-02-17 22:02:40.437000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.674,45565.7049,25,False
1771365760437,2026-02-17 22:02:40.437000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.4,1997.2,1997.4,40.519,80925.2262,16,False
1771365760437,2026-02-17 22:02:40.437000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.16,118.84,10120.8682,17,False
1771365760437,2026-02-17 22:02:40.437000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.51,2788.082,11,False
1771365760437,2026-02-17 22:02:40.437000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,686.9,1018.235,13,False
1771365761446,2026-02-17 22:02:41.446000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.694,46917.7309,26,False
1771365761446,2026-02-17 22:02:41.446000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.4,1997.2,1997.4,40.519,80925.2262,16,False
1771365761446,2026-02-17 22:02:41.446000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.16,118.84,10120.8682,17,False
1771365761446,2026-02-17 22:02:41.446000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.51,2788.082,11,False
1771365761446,2026-02-17 22:02:41.446000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,788.1,1168.23364,14,False
1771365762456,2026-02-17 22:02:42.456000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.694,46917.7309,26,False
1771365762456,2026-02-17 22:02:42.456000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.4,1997.2,1997.4,40.519,80925.2262,16,False
1771365762456,2026-02-17 22:02:42.456000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.16,118.84,10120.8682,17,False
1771365762456,2026-02-17 22:02:42.456000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.51,2788.082,11,False
1771365762456,2026-02-17 22:02:42.456000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,788.1,1168.23364,14,False
1771365763464,2026-02-17 22:02:43.464000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.714,48269.7569,27,False
1771365763464,2026-02-17 22:02:43.464000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.6,1997.2,1997.6,41.728,83340.2846,18,False
1771365763464,2026-02-17 22:02:43.464000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.16,118.84,10120.8682,17,False
1771365763464,2026-02-17 22:02:43.464000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.51,2788.082,11,False
1771365763464,2026-02-17 22:02:43.464000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,788.1,1168.23364,14,False
1771365764472,2026-02-17 22:02:44.472000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.727,49148.5738,28,False
1771365764472,2026-02-17 22:02:44.472000,ETHUSDT,1771365720000,1771365779999,1997.2,1997.6,1997.2,1997.6,41.728,83340.2846,18,False
1771365764472,2026-02-17 22:02:44.472000,SOLUSDT,1771365720000,1771365779999,85.16,85.17,85.16,85.16,118.84,10120.8682,17,False
1771365764472,2026-02-17 22:02:44.472000,BNBUSDT,1771365720000,1771365779999,618.2,618.2,618.2,618.2,4.61,2849.902,12,False
1771365764472,2026-02-17 22:02:44.472000,XRPUSDT,1771365720000,1771365779999,1.4825,1.4825,1.4818,1.4822,788.1,1168.23364,14,False
1771365765479,2026-02-17 22:02:45.479000,BTCUSDT,1771365720000,1771365779999,67605.2,67605.3,67601.3,67601.3,0.741,50094.992,29,False
