ts_unix_ms,ts_dt_utc,symbol,bid1_px,bid2_px,bid3_px,bid4_px,bid5_px,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,ask1_px,ask2_px,ask3_px,ask4_px,ask5_px,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,obi5
1771365931023,2026-02-17 22:05:31.023000,SOLUSDT,85.27,85.26,85.25,85.24,85.23,3993.67,3156.33,3116.72,4444.4,3208.27,85.28,85.29,85.3,85.31,85.32,284.35,4091.1,3623.98,2773.17,2988.71,0.13124962516611052
1771365931023,2026-02-17 22:05:31.023000,BNBUSDT,618.5,618.4,618.3,618.2,618.1,307.54,297.8,378.95,69.24,41.28,618.6,618.7,618.8,618.9,619.0,63.32,266.27,331.14,311.33,285.91,-0.06934775032089702
1771365931023,2026-02-17 22:05:31.023000,XRPUSDT,1.483,1.4829,1.4828,1.4827,1.4826,7.9,79206.2,16602.0,57064.8,59507.2,1.4831,1.4832,1.4833,1.4834,1.4835,40994.4,13855.5,41773.8,22358.1,61527.8,0.08113689644912643
1771365932034,2026-02-17 22:05:32.034000,BTCUSDT,67611.2,67611.1,67609.8,67609.6,67609.1,0.476,0.389,0.047,0.001,0.009,67611.3,67611.4,67611.5,67613.5,67613.6,1.834,0.036,2.074,0.086,2.129,-0.7395848044061574
1771365932034,2026-02-17 22:05:32.034000,ETHUSDT,1998.3,1998.1,1998.0,1997.9,1997.8,25.071,6.416,73.196,139.308,132.787,1998.4,1998.5,1998.6,1998.7,1998.8,115.837,152.621,58.69,58.464,130.672,-0.15621087897592772
1771365932034,2026-02-17 22:05:32.034000,SOLUSDT,85.23,85.22,85.21,85.2,85.19,673.78,2961.35,3282.3,4665.91,3415.22,85.24,85.25,85.26,85.27,85.28,2845.35,3206.67,3213.38,3289.83,3325.76,-0.028576517468680795
1771365932034,2026-02-17 22:05:32.034000,BNBUSDT,618.4,618.3,618.2,618.1,618.0,240.32,332.85,276.08,119.01,131.37,618.5,618.6,618.7,618.8,618.9,85.18,323.94,290.7,308.39,319.16,-0.0938360115368767
1771365932034,2026-02-17 22:05:32.034000,XRPUSDT,1.4825,1.4824,1.4823,1.4822,1.4821,61265.5,31780.1,73759.1,80522.6,8870.7,1.4826,1.4827,1.4828,1.4829,1.483,865.6,34282.2,14558.6,1115.5,35752.5,0.49485781235595405
1771365933045,2026-02-17 22:05:33.045000,BTCUSDT,67609.6,67605.5,67605.3,67605.2,67602.5,0.001,0.147,0.486,1.479,0.148,67609.7,67609.8,67610.0,67610.3,67610.4,8.736,1.953,0.009,0.009,2.218,-0.7022257342288951
1771365933045,2026-02-17 22:05:33.045000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,27.378,0.081,2.461,173.966,136.57,1997.9,1998.0,1998.1,1998.2,1998.3,99.835,32.935,158.468,60.941,151.785,-0.1936334999171028
1771365933045,2026-02-17 22:05:33.045000,SOLUSDT,85.19,85.18,85.17,85.16,85.15,203.41,2287.32,4086.98,2883.51,3065.28,85.2,85.21,85.22,85.23,85.24,5057.08,3708.03,2959.16,2963.43,3338.38,-0.1800037836411851
1771365933045,2026-02-17 22:05:33.045000,BNBUSDT,618.3,618.2,618.1,618.0,617.9,10.03,241.93,365.86,306.15,108.37,618.4,618.5,618.6,618.7,618.8,276.1,346.64,335.34,274.93,65.67,-0.11425899391682605
1771365933045,2026-02-17 22:05:33.045000,XRPUSDT,1.4824,1.4823,1.4822,1.4821,1.482,40532.9,15927.0,93537.2,42514.0,82604.4,1.4825,1.4826,1.4827,1.4828,1.4829,19218.2,30735.5,54369.1,23642.7,47638.5,0.22078365812883624
1771365934053,2026-02-17 22:05:34.053000,BTCUSDT,67600.9,67600.7,67598.8,67598.5,67597.9,0.147,0.389,0.001,0.009,0.148,67601.0,67601.1,67601.2,67601.4,67601.5,4.259,0.015,0.004,0.087,8.147,-0.8948962592760865
1771365934053,2026-02-17 22:05:34.053000,ETHUSDT,1997.8,1997.6,1997.5,1997.4,1997.3,0.05,1.544,158.82,167.758,140.311,1997.9,1998.0,1998.1,1998.2,1998.3,129.861,54.81,158.971,43.545,145.182,-0.06383161546362495
1771365934053,2026-02-17 22:05:34.053000,SOLUSDT,85.16,85.15,85.14,85.13,85.12,718.04,1894.94,2682.88,3042.77,3180.17,85.17,85.18,85.19,85.2,85.21,65.92,4334.11,2721.33,3054.37,4067.9,-0.10576758481245745
1771365934053,2026-02-17 22:05:34.053000,BNBUSDT,618.2,618.1,618.0,617.9,617.8,19.51,299.51,330.42,324.32,102.82,618.3,618.4,618.5,618.6,618.7,73.31,288.94,326.9,317.87,345.91,-0.11374721651691086
1771365934053,2026-02-17 22:05:34.053000,XRPUSDT,1.4824,1.4822,1.4821,1.482,1.4819,7.4,49963.2,27091.6,127461.4,29481.2,1.4825,1.4826,1.4827,1.4828,1.4829,33213.1,36621.6,41391.1,79833.2,49659.1,-0.014141512869928999
1771365935060,2026-02-17 22:05:35.060000,BTCUSDT,67598.8,67596.2,67595.2,67594.4,67594.2,0.001,1.479,0.005,0.009,0.147,67598.9,67599.0,67599.1,67599.2,67599.3,8.208,0.156,0.009,0.009,1.947,-0.7258145363408521
1771365935060,2026-02-17 22:05:35.060000,ETHUSDT,1997.4,1997.3,1997.2,1997.1,1997.0,86.321,1.003,0.406,139.513,131.425,1997.5,1997.6,1997.7,1997.9,1998.0,56.651,71.041,30.958,195.75,22.949,-0.025381207227550426
1771365935060,2026-02-17 22:05:35.060000,SOLUSDT,85.16,85.15,85.14,85.13,85.12,588.29,1826.79,2921.62,3042.09,4649.69,85.17,85.18,85.19,85.2,85.21,5031.39,3299.82,2856.97,3018.32,5123.08,-0.19473046282749962
1771365935060,2026-02-17 22:05:35.060000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,56.89,308.36,408.86,244.07,91.31,618.2,618.3,618.4,618.5,618.6,291.69,334.43,341.1,251.44,102.44,-0.08706116621890163
1771365935060,2026-02-17 22:05:35.060000,XRPUSDT,1.4824,1.482,1.4819,1.4818,1.4817,7.4,40525.5,39047.9,80756.3,30924.5,1.4825,1.4826,1.4827,1.4828,1.4829,130401.2,31346.9,43411.7,36258.6,60868.2,-0.22495269965527173
1771365936069,2026-02-17 22:05:36.069000,BTCUSDT,67598.8,67595.2,67594.4,67594.2,67593.9,0.001,0.005,0.009,0.147,0.389,67598.9,67599.0,67599.1,67599.2,67599.3,8.356,0.156,0.009,0.009,1.947,-0.9000725426187886
1771365936069,2026-02-17 22:05:36.069000,ETHUSDT,1997.4,1997.3,1997.2,1997.1,1997.0,48.973,38.553,5.61,139.513,159.165,1997.5,1997.6,1997.7,1997.8,1997.9,56.451,71.041,165.649,13.843,196.79,-0.12501284072586952
1771365936069,2026-02-17 22:05:36.069000,SOLUSDT,85.16,85.15,85.14,85.13,85.12,588.29,1839.9,2921.62,3042.09,4636.58,85.17,85.18,85.19,85.2,85.21,5031.39,3299.82,2856.97,3062.64,5176.1,-0.1971456213757957
1771365936069,2026-02-17 22:05:36.069000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,56.89,308.36,408.86,244.07,91.31,618.2,618.3,618.4,618.5,618.6,291.69,342.91,341.1,242.96,102.44,-0.08706116621890163
1771365936069,2026-02-17 22:05:36.069000,XRPUSDT,1.4824,1.482,1.4819,1.4818,1.4817,7.4,50646.9,22033.3,80756.3,30924.5,1.4825,1.4826,1.4827,1.4828,1.4829,130401.2,31346.9,43411.7,36258.6,60868.2,-0.24230347987794218
1771365937077,2026-02-17 22:05:37.077000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.116,0.009,1.488,0.005,0.009,67598.9,67599.0,67599.1,67599.2,67599.3,7.746,0.156,0.009,0.009,1.947,-0.7168957717069777
1771365937077,2026-02-17 22:05:37.077000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,115.105,131.701,108.168,167.243,104.075,1997.7,1997.9,1998.0,1998.1,1998.2,73.028,50.898,54.247,153.584,54.584,0.23695751570411
1771365937077,2026-02-17 22:05:37.077000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,860.58,3080.87,3197.27,3710.9,4609.79,85.19,85.2,85.21,85.22,85.23,1339.85,3477.34,3813.6,2769.35,3553.59,0.01662702371409195
1771365937077,2026-02-17 22:05:37.077000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.04,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,235.08,383.34,341.1,242.96,102.44,-0.08092078560009282
1771365937077,2026-02-17 22:05:37.077000,XRPUSDT,1.4824,1.4823,1.4822,1.4821,1.482,76468.3,35835.4,53812.9,38511.5,40525.5,1.4825,1.4826,1.4827,1.4828,1.4829,865.6,1306.8,68604.9,38816.6,104446.3,0.06775657685273623
1771365938088,2026-02-17 22:05:38.088000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.241,0.009,1.488,0.005,0.009,67598.9,67599.0,67599.1,67599.3,67600.5,8.068,0.156,0.009,1.947,0.002,-0.706385118149824
1771365938088,2026-02-17 22:05:38.088000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,116.047,135.763,108.168,167.243,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,4.854,108.864,16.71,191.119,54.584,0.2548681665146216
1771365938088,2026-02-17 22:05:38.088000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,2387.96,3960.49,2962.74,3014.67,4609.79,85.19,85.2,85.21,85.22,85.23,941.16,5259.0,3813.6,2769.35,3963.27,0.0056193168879665745
1771365938088,2026-02-17 22:05:38.088000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.04,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08093220514477172
1771365938088,2026-02-17 22:05:38.088000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,58381.8,41200.6,35571.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,865.6,15249.6,43116.8,43528.2,68375.3,0.17691264386612102
1771365939094,2026-02-17 22:05:39.094000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.241,0.009,1.488,0.005,0.009,67598.9,67599.0,67599.1,67599.3,67600.5,8.016,0.156,0.009,1.947,0.002,-0.7051001514896481
1771365939094,2026-02-17 22:05:39.094000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,115.105,136.82,108.168,167.243,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,29.882,83.838,54.247,153.584,54.584,0.25494806316406654
1771365939094,2026-02-17 22:05:39.094000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,2387.96,3960.67,3239.88,3014.67,4689.79,85.19,85.2,85.21,85.22,85.23,939.99,5253.18,3813.6,2769.35,3963.27,0.016266283031796846
1771365939094,2026-02-17 22:05:39.094000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.04,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08093220514477172
1771365939094,2026-02-17 22:05:39.094000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,22784.5,51343.0,50748.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,10981.5,30422.5,7715.7,43528.2,68375.3,0.18561590177009452
1771365940103,2026-02-17 22:05:40.103000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.045,0.009,1.488,0.005,0.009,67598.9,67599.0,67599.1,67599.3,67600.5,7.847,0.156,0.009,1.947,0.002,-0.7297907441173919
1771365940103,2026-02-17 22:05:40.103000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,115.105,136.795,108.168,193.855,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,29.882,46.074,54.247,153.584,54.584,0.32224882850564485
1771365940103,2026-02-17 22:05:40.103000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3550.9,4107.11,3615.42,3607.78,3867.15,85.19,85.2,85.21,85.22,85.23,900.14,4471.6,3307.95,2772.16,3963.27,0.09756734384202076
1771365940103,2026-02-17 22:05:40.103000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.02,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08094115892928877
1771365940103,2026-02-17 22:05:40.103000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,32901.1,56376.6,35571.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,865.6,29670.4,22887.6,43528.2,68375.3,0.17279559016713755
1771365941115,2026-02-17 22:05:41.115000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.8,0.048,0.009,1.488,0.005,0.031,67598.9,67599.0,67599.1,67599.3,67600.0,8.243,0.156,0.009,1.947,0.027,-0.7356850288389201
1771365941115,2026-02-17 22:05:41.115000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,115.105,136.795,108.168,167.243,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,29.882,46.074,54.247,153.584,54.584,0.30369102139214044
1771365941115,2026-02-17 22:05:41.115000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3497.45,4169.49,3615.42,3607.78,3867.15,85.19,85.2,85.21,85.22,85.23,900.14,4471.6,3307.95,2772.16,3963.27,0.09780316928188558
1771365941115,2026-02-17 22:05:41.115000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.02,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08094115892928877
1771365941115,2026-02-17 22:05:41.115000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,32901.1,56376.6,35571.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,865.6,25364.9,22887.6,43528.2,68375.3,0.18556550336174713
1771365942125,2026-02-17 22:05:42.125000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.048,0.009,1.488,0.036,0.009,67598.9,67599.0,67599.1,67599.3,67600.1,8.243,0.156,0.009,1.947,0.027,-0.7343802205145339
1771365942125,2026-02-17 22:05:42.125000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,115.105,136.795,108.168,167.243,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,29.882,45.034,54.247,153.584,54.584,0.3050875564834852
1771365942125,2026-02-17 22:05:42.125000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3497.45,4169.49,3615.42,3607.78,3867.15,85.19,85.2,85.21,85.22,85.23,900.14,4471.6,3307.95,2772.16,3963.27,0.09780316928188558
1771365942125,2026-02-17 22:05:42.125000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.02,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08094115892928877
1771365942125,2026-02-17 22:05:42.125000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,32901.1,56376.6,35571.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,865.6,25364.9,22887.6,43528.2,68375.3,0.18556550336174713
1771365943130,2026-02-17 22:05:43.130000,BTCUSDT,67598.8,67596.3,67596.2,67595.2,67594.4,0.048,0.009,1.488,0.033,0.009,67598.9,67599.0,67599.1,67599.3,67599.9,8.193,0.156,0.009,1.947,0.027,-0.7337024918197835
1771365943130,2026-02-17 22:05:43.130000,ETHUSDT,1997.6,1997.5,1997.4,1997.3,1997.2,116.041,135.763,108.168,167.243,106.217,1997.7,1997.9,1998.0,1998.1,1998.2,4.854,70.06,16.71,191.119,54.584,0.30502421301270444
1771365943130,2026-02-17 22:05:43.130000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3497.45,4169.49,3615.42,3607.78,3867.15,85.19,85.2,85.21,85.22,85.23,900.14,4471.6,3307.95,2772.16,3963.27,0.09780316928188558
1771365943130,2026-02-17 22:05:43.130000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,284.02,283.44,408.86,41.89,91.31,618.2,618.3,618.4,618.5,618.6,32.9,383.34,341.1,242.96,304.65,-0.08094115892928877
1771365943130,2026-02-17 22:05:43.130000,XRPUSDT,1.4827,1.4826,1.4825,1.4824,1.4823,22784.5,55320.8,50748.8,84500.7,25047.6,1.4828,1.4829,1.483,1.4831,1.4832,11675.2,30422.5,7715.7,43528.2,68375.3,0.191656588422503
1771365944137,2026-02-17 22:05:44.137000,BTCUSDT,67598.8,67596.6,67596.2,67595.2,67594.4,0.057,0.039,1.479,0.005,0.009,67598.9,67599.0,67599.1,67599.3,67599.5,5.018,0.156,0.009,1.947,1.479,-0.6883702686801333
1771365944137,2026-02-17 22:05:44.137000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,115.604,0.105,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,4.95,36.488,145.566,78.582,197.045,-0.05942674335126019
1771365944137,2026-02-17 22:05:44.137000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3552.6,4107.11,3615.42,3607.78,3787.15,85.19,85.2,85.21,85.22,85.23,233.65,2829.47,4137.33,2784.73,3413.98,0.16436009357259082
1771365944137,2026-02-17 22:05:44.137000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,276.04,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,28.37,31.47,389.76,274.99,275.23,0.06141339040967284
1771365944137,2026-02-17 22:05:44.137000,XRPUSDT,1.4828,1.4827,1.4826,1.4825,1.4824,40721.9,32893.7,56376.6,35571.8,84500.7,1.4829,1.483,1.4831,1.4832,1.4833,15249.6,43116.8,43528.2,69240.9,62277.2,0.0344421476577809
1771365945148,2026-02-17 22:05:45.148000,BTCUSDT,67598.8,67598.7,67596.6,67596.2,67595.3,0.058,0.154,0.009,1.479,0.147,67598.9,67599.0,67599.1,67599.3,67599.5,5.021,0.156,0.009,1.947,1.479,-0.6468113586384932
1771365945148,2026-02-17 22:05:45.148000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,115.604,0.105,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,14.427,36.488,170.589,91.093,159.514,-0.06952667581138616
1771365945148,2026-02-17 22:05:45.148000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3787.15,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4783.08,2808.21,3413.98,0.1733486023958035
1771365945148,2026-02-17 22:05:45.148000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.59,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,16.63,22.99,389.76,283.48,295.59,0.05781394523184428
1771365945148,2026-02-17 22:05:45.148000,XRPUSDT,1.4828,1.4827,1.4826,1.4825,1.4824,40721.9,32893.7,56376.6,35571.8,84500.7,1.4829,1.483,1.4831,1.4832,1.4833,15249.6,43116.8,43528.2,69240.9,62277.2,0.0344421476577809
1771365946158,2026-02-17 22:05:46.158000,BTCUSDT,67598.8,67597.0,67596.4,67596.2,67595.3,0.192,0.009,0.028,1.479,0.147,67598.9,67599.0,67599.1,67599.3,67599.5,5.018,0.156,0.009,1.947,1.479,-0.6454510703363914
1771365946158,2026-02-17 22:05:46.158000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,0.105,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,14.85,36.488,145.566,116.115,159.514,-0.07355313319308067
1771365946158,2026-02-17 22:05:46.158000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,2226.4,4313.66,2808.21,3413.98,0.18137068552543759
1771365946158,2026-02-17 22:05:46.158000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.61,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.05803527625277423
1771365946158,2026-02-17 22:05:46.158000,XRPUSDT,1.4828,1.4827,1.4826,1.4825,1.4824,40721.9,32893.7,56376.6,35571.8,84500.7,1.4829,1.483,1.4831,1.4832,1.4833,15249.6,27944.9,58699.1,69240.9,62277.2,0.03444428724959481
1771365947166,2026-02-17 22:05:47.166000,BTCUSDT,67598.8,67597.0,67596.4,67596.2,67595.3,0.061,0.009,0.028,1.479,0.147,67598.9,67599.0,67599.1,67599.3,67599.5,5.018,0.156,0.009,1.947,1.479,-0.66631181651021
1771365947166,2026-02-17 22:05:47.166000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,1.127,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,39.876,36.488,145.566,91.093,159.514,-0.07231245078527981
1771365947166,2026-02-17 22:05:47.166000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4597.53,2808.21,3413.98,0.18031269224657273
1771365947166,2026-02-17 22:05:47.166000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.61,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.05803527625277423
1771365947166,2026-02-17 22:05:47.166000,XRPUSDT,1.4828,1.4827,1.4826,1.4825,1.4824,40721.9,32893.7,56376.6,35571.8,84500.7,1.4829,1.483,1.4831,1.4832,1.4833,15249.6,27944.9,58699.1,69240.9,62277.2,0.03444428724959481
1771365948172,2026-02-17 22:05:48.172000,BTCUSDT,67598.8,67597.0,67596.4,67596.2,67595.3,0.029,0.009,0.009,1.479,0.147,67598.9,67599.0,67599.1,67599.3,67600.5,6.497,0.156,0.009,1.947,0.002,-0.6746402178140801
1771365948172,2026-02-17 22:05:48.172000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,1.127,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,39.876,36.488,145.566,91.093,159.514,-0.07231245078527981
1771365948172,2026-02-17 22:05:48.172000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4597.53,2808.21,3413.98,0.18031269224657273
1771365948172,2026-02-17 22:05:48.172000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.61,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.05803527625277423
1771365948172,2026-02-17 22:05:48.172000,XRPUSDT,1.483,1.4829,1.4828,1.4827,1.4826,52643.6,31099.9,40525.5,68627.3,41200.6,1.4831,1.4832,1.4833,1.4834,1.4835,29555.6,60304.0,61238.6,22346.8,55246.5,0.011680068039734776
1771365949181,2026-02-17 22:05:49.181000,BTCUSDT,67598.8,67597.2,67597.0,67596.4,67596.2,0.029,0.028,0.009,0.009,1.479,67598.9,67599.0,67599.1,67599.3,67600.5,6.497,0.156,0.009,1.947,0.002,-0.6942449581898672
1771365949181,2026-02-17 22:05:49.181000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,1.127,0.606,172.251,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,39.876,36.488,145.566,91.093,159.514,-0.07231245078527981
1771365949181,2026-02-17 22:05:49.181000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4633.67,2808.21,3413.98,0.17897192486937755
1771365949181,2026-02-17 22:05:49.181000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.59,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.058026473790200046
1771365949181,2026-02-17 22:05:49.181000,XRPUSDT,1.483,1.4829,1.4828,1.4827,1.4826,50647.5,15927.0,55699.4,68627.3,41200.6,1.4831,1.4832,1.4833,1.4834,1.4835,29868.3,16726.4,61238.6,22346.8,98826.2,0.006713176367971045
1771365950192,2026-02-17 22:05:50.192000,BTCUSDT,67598.8,67597.0,67596.9,67596.4,67596.2,0.029,0.009,0.03,0.009,1.479,67598.9,67599.0,67599.1,67599.3,67600.5,6.497,0.156,0.009,1.947,0.002,-0.6939116750270482
1771365950192,2026-02-17 22:05:50.192000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,1.193,0.606,172.051,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,39.876,36.488,145.566,91.093,161.405,-0.07446164020115532
1771365950192,2026-02-17 22:05:50.192000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4633.67,2808.21,3413.98,0.17897192486937755
1771365950192,2026-02-17 22:05:50.192000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.6,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.058030875042051386
1771365950192,2026-02-17 22:05:50.192000,XRPUSDT,1.483,1.4829,1.4828,1.4827,1.4826,40532.9,34337.5,55699.4,68627.3,41200.6,1.4831,1.4832,1.4833,1.4834,1.4835,29868.3,16726.4,61238.6,22346.8,98826.2,0.024267794905880637
1771365951199,2026-02-17 22:05:51.199000,BTCUSDT,67598.8,67597.7,67597.0,67596.4,67596.2,0.032,0.03,0.009,0.009,1.479,67598.9,67599.0,67599.1,67599.3,67600.5,5.017,0.156,0.009,3.426,0.002,-0.6933818467892615
1771365951199,2026-02-17 22:05:51.199000,ETHUSDT,1997.8,1997.7,1997.6,1997.5,1997.4,112.657,1.193,0.606,172.051,122.164,1997.9,1998.0,1998.1,1998.2,1998.3,39.876,36.488,145.566,91.093,161.405,-0.07446164020115532
1771365951199,2026-02-17 22:05:51.199000,SOLUSDT,85.18,85.17,85.16,85.15,85.14,3787.22,3872.57,3615.42,3687.78,3791.5,85.19,85.2,85.21,85.22,85.23,233.65,1970.99,4633.67,2808.21,3413.98,0.17897192486937755
1771365951199,2026-02-17 22:05:51.199000,BNBUSDT,618.1,618.0,617.9,617.8,617.7,277.6,315.58,376.71,103.05,59.28,618.2,618.3,618.4,618.5,618.6,11.29,22.99,365.51,312.64,295.59,0.058030875042051386
1771365951199,2026-02-17 22:05:51.199000,XRPUSDT,1.483,1.4829,1.4828,1.4827,1.4826,40532.9,34337.5,55699.4,68627.3,41200.6,1.4831,1.4832,1.4833,1.4834,1.4835,29868.3,16726.4,61238.6,22346.8,98826.2,0.024267794905880637
1771365952232,2026-02-17 22:05:52.232000,BTCUSDT,67598.8,67598.7,67596.9,67595.3,67595.2,1.066,0.163,5.177,0.147,0.005,67598.9,67599.0,67599.1,67599.3,67603.4,4.929,0.156,0.009,1.947,0.005,-0.03587180241105561
1771365952232,2026-02-17 22:05:52.232000,ETHUSDT,1998.0,1997.9,1997.8,1997.6,1997.5,9.697,88.513,16.448,0.719,185.824,1998.1,1998.2,1998.3,1998.4,1998.5,53.781,78.195,186.665,11.364,175.266,-0.2530404031386086
1771365952232,2026-02-17 22:05:52.232000,SOLUSDT,85.19,85.18,85.17,85.16,85.15,4785.5,2973.54,3076.17,5360.51,2709.62,85.2,85.21,85.22,85.23,85.24,233.65,2205.61,3788.46,3188.55,3024.51,0.2062315846426926
1771365952232,2026-02-17 22:05:52.232000,BNBUSDT,618.2,618.1,618.0,617.9,617.8,269.68,276.34,305.43,151.3,71.97,618.3,618.4,618.5,618.6,618.7,24.52,269.54,334.08,343.14,111.48,-0.003726569887090478
